question,answer,hallucination_candidates,candidates,image_id,question_id,image_path,data_type
When would this event be happening?,Night.,['night'],[],2408705,25366,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2408705.jpg,vga
When would this event be happening?,"The event is likely happening during a social gathering or a party, as the three people in the image are standing together, enjoying each other's company, and having a good time. The presence of a wine glass, a clock, and a potted plant in the scene suggests that the gathering is taking place in a casual and comfortable setting, such as a living room or a dining area. The event could be a celebration, a get-together with friends or family, or a simple gathering to catch up and spend quality time together.","['social', 'enjoying', 'company', 'good', 'celebration', 'get-together', 'friends', 'family', 'catch', 'spend', 'quality']","['gathering', 'party', 'three', 'people', 'standing', 'together', 'wine', 'glass', 'clock', 'potted', 'plant', 'scene', 'casual', 'comfortable', 'setting', 'living', 'room', 'dining', 'area']",2408705,25366,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2408705.jpg,vga
What is behind the white lamp?,Shelves of books.,[],"['shelves', 'books']",2367785,26223,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2367785.jpg,vga
What is behind the white lamp?,"Behind the white lamp, there is a bookshelf filled with books.",[],"['behind', 'white', 'lamp', 'bookshelf', 'filled', 'books']",2367785,26223,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2367785.jpg,vga
What is round and black?,Bike tires.,[],"['bike', 'tires']",2402544,26949,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2402544.jpg,vga
What is round and black?,The round object is a cone.,['cone'],[],2402544,26949,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2402544.jpg,vga
Is there any sand or grass that is brown?,"Yes, the grass is brown.",[],"['yes', 'grass', 'brown']",2358286,14,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2358286.jpg,gqa
Is there any sand or grass that is brown?,"Yes, there is brown grass in the image.",[],"['yes', 'brown', 'grass', 'image']",2358286,14,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2358286.jpg,gqa
Does the kite that looks black and white look huge?,"No, the kite is small.",['small'],"['no', 'kite']",2394973,4614,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2394973.jpg,gqa
Does the kite that looks black and white look huge?,"Yes, the kite that looks black and white appears to be huge.","['yes', 'huge']","['kite', 'black', 'white']",2394973,4614,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2394973.jpg,gqa
Are there both couches and drawers in the photograph?,no,[],['no'],2323408,10866,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2323408.jpg,gqa
Are there both couches and drawers in the photograph?,"Yes, there are both couches and drawers in the photograph.","['yes', 'drawers']","['couches', 'photograph']",2323408,10866,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2323408.jpg,gqa
Are there closed windows or doors?,yes,[],['yes'],2405212,12513,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2405212.jpg,gqa
Are there closed windows or doors?,"Yes, the airplane has its doors and windows closed.",[],"['yes', 'airplane', 'doors', 'windows', 'closed']",2405212,12513,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2405212.jpg,gqa
Is there any squirrel by the empty canoe that is on top of the ground?,no,['squirrel'],['no'],2391269,12533,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2391269.jpg,gqa
Is there any squirrel by the empty canoe that is on top of the ground?,"No, there is no squirrel by the empty canoe. The image features a dog standing next to the canoe, which is on top of the ground.",['squirrel'],"['no', 'empty', 'canoe', 'image', 'dog', 'standing', 'next_to', 'ground']",2391269,12533,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2391269.jpg,gqa
Are there any CDs or hoses?,no,[],['no'],2373094,16362,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2373094.jpg,gqa
Are there any CDs or hoses?,"No, there are no CDs or hoses in the image.",[],"['no', 'cds', 'hoses', 'image']",2373094,16362,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2373094.jpg,gqa
Where is the lid?,To the right of the cake.,[],"['right', 'cake']",2412468,21118,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2412468.jpg,vga
Where is the lid?,"The lid is on the cake, which is on a plate.",['on'],"['lid', 'cake', 'plate']",2412468,21118,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2412468.jpg,vga
What are the people doing?,Drinking wine.,[],"['drinking', 'wine']",2408563,24750,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2408563.jpg,vga
What are the people doing?,"The people in the image are sitting at a table, enjoying wine and having a good time.","['enjoying', 'good', 'time']","['people', 'sitting', 'table', 'wine']",2408563,24750,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2408563.jpg,vga
Are there containers or pans in the scene?,"Yes, there is a pan.",[],"['yes', 'pan']",2408820,1696,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2408820.jpg,gqa
Are there containers or pans in the scene?,"Yes, there are pans in the scene, which are placed on the stove.",['on'],"['yes', 'pans', 'scene', 'placed', 'stove']",2408820,1696,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2408820.jpg,gqa
Do you think the shirt is white?,"No, the shirt is brown.",[],"['no', 'shirt', 'brown']",2322303,3851,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2322303.jpg,gqa
Do you think the shirt is white?,"No, the shirt is not white. It is a brown shirt.",[],"['no', 'shirt', 'not', 'white', 'brown']",2322303,3851,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2322303.jpg,gqa
Are there kids in this scene?,"No, there are no kids.",[],"['no', 'kids']",2415095,7799,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2415095.jpg,gqa
Are there kids in this scene?,"No, there are no kids in this scene. The image features a red bird, specifically a parrot, eating fruit from a person's hand.",[],"['no', 'kids', 'scene', 'image', 'features', 'red', 'bird', 'parrot', 'eating', 'fruit', 'person', 'hand']",2415095,7799,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2415095.jpg,gqa
Are there chairs to the right of the device on the table?,"Yes, there is a chair to the right of the TV.",[],"['yes', 'chair', 'right', 'tv']",2340341,7939,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2340341.jpg,gqa
Are there chairs to the right of the device on the table?,"Yes, there are chairs to the right of the device on the table.",['device'],"['yes', 'chairs', 'right', 'table']",2340341,7939,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2340341.jpg,gqa
Do you think the pan is silver?,"No, the pan is black.",[],"['no', 'pan', 'black']",2384916,8579,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2384916.jpg,gqa
Do you think the pan is silver?,"Yes, the pan is silver.","['yes', 'silver']",['pan'],2384916,8579,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2384916.jpg,gqa
Are there any people to the left of the woman?,"No, the people are to the right of the woman.",['woman'],"['no', 'people', 'right']",2394565,8627,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2394565.jpg,gqa
Are there any people to the left of the woman?,"Yes, there are people standing on the sidewalk to the left of the woman.",['woman'],"['yes', 'people', 'standing', 'sidewalk', 'left']",2394565,8627,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2394565.jpg,gqa
Is the garbage bin in the kitchen small and white?,yes,[],['yes'],2344398,11775,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2344398.jpg,gqa
Is the garbage bin in the kitchen small and white?,"Yes, the garbage bin in the kitchen is small and white.",[],"['yes', 'garbage', 'bin', 'kitchen', 'small', 'white']",2344398,11775,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2344398.jpg,gqa
Is there a truck to the left of the pot next to the street?,yes,['yes'],[],1592291,13203,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/1592291.jpg,gqa
Is there a truck to the left of the pot next to the street?,"Yes, there is a truck to the left of the pot next to the street.","['yes', 'pot', 'left', 'next_to']","['truck', 'street']",1592291,13203,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/1592291.jpg,gqa
Are there traffic lights or batteries?,no,[],['no'],2358460,14808,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2358460.jpg,gqa
Are there traffic lights or batteries?,"No, there are no traffic lights or batteries in the image. The image features a car parked next to a parking meter.","['traffic', 'lights', 'batteries']","['no', 'image', 'features', 'car', 'parked', 'next_to', 'parking', 'meter']",2358460,14808,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2358460.jpg,gqa
What is in the background?,Trees and the sky.,[],"['trees', 'sky']",61514,21474,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/61514.jpg,vga
What is in the background?,"In the background, there is a street light and a traffic light.",['street'],"['traffic', 'light']",61514,21474,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/61514.jpg,vga
Does the bench to the left of the beverage seem to be green?,"Yes, the bench is green.",[],"['yes', 'bench', 'green']",2413198,1753,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2413198.jpg,gqa
Does the bench to the left of the beverage seem to be green?,"Yes, the bench to the left of the beverage appears to be green.",[],"['yes', 'bench', 'left', 'beverage', 'appears', 'green']",2413198,1753,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2413198.jpg,gqa
Is the table small?,"Yes, the table is small.","['small', 'yes']",['table'],4530,7778,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/4530.jpg,gqa
Is the table small?,"Yes, the table is small.","['small', 'yes']",['table'],4530,7778,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/4530.jpg,gqa
Does that clock look square and blue?,"No, the clock is blue but round.",[],"['no', 'clock', 'blue', 'round']",712986,8863,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/712986.jpg,gqa
Does that clock look square and blue?,"Yes, the clock on the tower appears to be square and blue.","['yes', 'square']","['clock', 'tower', 'blue']",712986,8863,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/712986.jpg,gqa
Are there any horses in the grassy field?,yes,[],['yes'],2392652,10084,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2392652.jpg,gqa
Are there any horses in the grassy field?,"Yes, there are two horses in the grassy field.",[],"['yes', 'two', 'horses', 'grassy', 'field']",2392652,10084,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2392652.jpg,gqa
Does the keyboard have black color?,yes,[],['yes'],1159939,13250,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/1159939.jpg,gqa
Does the keyboard have black color?,"Yes, the keyboard on the desk is black.",[],"['yes', 'keyboard', 'desk', 'black', 'on']",1159939,13250,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/1159939.jpg,gqa
Is it indoors?,yes,[],['yes'],2407580,14041,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2407580.jpg,gqa
Is it indoors?,"Yes, it is indoors, as the man is standing in a kitchen.",[],"['yes', 'indoors', 'man', 'standing', 'kitchen']",2407580,14041,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2407580.jpg,gqa
Are there lamps to the left of the person on the grass?,yes,[],['yes'],2318155,17118,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2318155.jpg,gqa
Are there lamps to the left of the person on the grass?,"No, there are no lamps to the left of the person on the grass.",['no'],"['lamps', 'person', 'grass', 'left']",2318155,17118,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2318155.jpg,gqa
Does the trash can look empty?,yes,['yes'],[],605,17445,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/605.jpg,gqa
Does the trash can look empty?,"Yes, the trash can in the image is empty.","['yes', 'empty']","['trash', 'can', 'image']",605,17445,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/605.jpg,gqa
What is the name of the street on the sign?,Main.,[],['main'],2393008,21412,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2393008.jpg,vga
What is the name of the street on the sign?,The name of the street on the sign is Main Street.,['street'],"['main', 'sign']",2393008,21412,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2393008.jpg,vga
Who is wearing a black and white jacket?,The snowboarder.,[],['snowboarder'],2390404,25564,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2390404.jpg,vga
Who is wearing a black and white jacket?,A snowboarder is wearing a black and white jacket.,[],"['snowboarder', 'wearing', 'black', 'white', 'jacket']",2390404,25564,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2390404.jpg,vga
What is the person doing?,Throwing a ball.,[],"['throwing', 'ball']",2366683,26713,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2366683.jpg,vga
What is the person doing?,"The person is a baseball pitcher, and they are in the process of throwing a pitch during a baseball game.",['game'],"['person', 'baseball', 'pitcher', 'throwing', 'pitch']",2366683,26713,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2366683.jpg,vga
How is the man sitting?,Cross-legged.,[],['cross-legged'],2354816,26909,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2354816.jpg,vga
How is the man sitting?,The man is sitting on a bench.,[],"['man', 'sitting', 'on', 'bench']",2354816,26909,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2354816.jpg,vga
Are there either dressers or side tables in the photo?,"No, there are no dressers or side tables.",[],"['no', 'dressers', 'side', 'tables']",713191,463,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/713191.jpg,gqa
Are there either dressers or side tables in the photo?,"Yes, there is a dresser in the photo, and a side table is also present in the scene.","['yes', 'dresser', 'side', 'table', 'present']","['photo', 'scene']",713191,463,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/713191.jpg,gqa
Is the person to the right of the rope wearing a hat?,"Yes, the man is wearing a hat.",[],"['yes', 'man', 'wearing', 'hat']",2325788,561,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2325788.jpg,gqa
Is the person to the right of the rope wearing a hat?,"Yes, the person is wearing a hat.",[],"['yes', 'person', 'wearing', 'hat']",2325788,561,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2325788.jpg,gqa
Does the sky look cloudy and blue?,"Yes, the sky is cloudy and blue.",[],"['yes', 'sky', 'cloudy', 'blue']",2403360,3510,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2403360.jpg,gqa
Does the sky look cloudy and blue?,"Yes, the sky in the image is cloudy and blue.",['image'],"['yes', 'sky', 'cloudy', 'blue']",2403360,3510,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2403360.jpg,gqa
Is the color of the shelter different than that of the sky?,yes,[],['yes'],2411321,13611,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2411321.jpg,gqa
Is the color of the shelter different than that of the sky?,"Yes, the color of the shelter is different than that of the sky. The shelter is green, while the sky is blue.",['blue'],"['yes', 'shelter', 'different', 'sky', 'green']",2411321,13611,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2411321.jpg,gqa
Are there giraffes or zebras?,no,[],['no'],61512,15139,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/61512.jpg,gqa
Are there giraffes or zebras?,"No, there are no giraffes or zebras in the image. The image features two horses standing in a grassy field.","['giraffes', 'zebras']","['no', 'image', 'features', 'two', 'horses', 'standing', 'grassy', 'field']",61512,15139,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/61512.jpg,gqa
Is there a game controller near the on monitor on the table?,no,['no'],[],2400253,16466,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2400253.jpg,gqa
Is there a game controller near the on monitor on the table?,"Yes, there is a game controller near the on monitor on the table.",[],"['yes', 'game', 'controller', 'near', 'monitor', 'table']",2400253,16466,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2400253.jpg,gqa
Is there either grass or sand that is not brown?,no,['no'],[],2417206,16854,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2417206.jpg,gqa
Is there either grass or sand that is not brown?,"No, there is no grass or sand that is not brown in the image.","['no', 'sand']","['grass', 'image']",2417206,16854,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2417206.jpg,gqa
Where is the man standing?,In a field covered with snow.,['field'],"['covered', 'snow']",2370036,17968,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2370036.jpg,vga
Where is the man standing?,The man is standing on a snowboard in the snow.,[],"['man', 'standing', 'on', 'snowboard', 'in', 'snow']",2370036,17968,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2370036.jpg,vga
What is growing in the background?,Grass.,['grass'],[],2399712,23010,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2399712.jpg,vga
What is growing in the background?,"There is a grassy area growing in the background, which is visible behind the water.",['grassy'],"['area', 'growing', 'background', 'visible', 'behind', 'water']",2399712,23010,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2399712.jpg,vga
What is casilla holding?,A glove.,[],['glove'],2330698,23236,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2330698.jpg,vga
What is casilla holding?,Casilla is holding a baseball bat.,"['baseball', 'bat']","['casilla', 'holding']",2330698,23236,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2330698.jpg,vga
Is that man wearing shorts?,"No, the man is wearing glasses.",[],"['no', 'man', 'wearing', 'glasses']",2406645,301,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2406645.jpg,gqa
Is that man wearing shorts?,"No, the man is not wearing shorts. He is wearing a hat and jeans while performing a trick on his skateboard.",[],"['no', 'man', 'not', 'wearing', 'shorts', 'hat', 'jeans', 'performing', 'trick', 'skateboard']",2406645,301,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2406645.jpg,gqa
Is the cage in the bottom of the picture?,"Yes, the cage is in the bottom of the image.","['yes', 'bottom']","['cage', 'image']",2365642,796,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2365642.jpg,gqa
Is the cage in the bottom of the picture?,"No, the cage is not in the bottom of the picture. It is located at the top of the image, with the giraffe standing next to it.",[],"['no', 'cage', 'bottom', 'picture', 'top', 'image', 'giraffe', 'standing', 'next_to']",2365642,796,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2365642.jpg,gqa
Are there both spoons and breads in the picture?,"Yes, there are both a bread and a spoon.",[],"['yes', 'bread', 'spoon']",2375767,8566,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2375767.jpg,gqa
Are there both spoons and breads in the picture?,"Yes, there are both spoons and breads in the picture.",[],"['yes', 'spoons', 'breads']",2375767,8566,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2375767.jpg,gqa
Are there players or snowboarders that are sitting?,yes,[],['yes'],2368094,15146,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2368094.jpg,gqa
Are there players or snowboarders that are sitting?,"Yes, there are snowboarders sitting in the snow.",[],"['yes', 'snowboarders', 'sitting', 'snow']",2368094,15146,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2368094.jpg,gqa
Do the handbag and the bulb have the same color?,no,[],['no'],2363512,15550,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2363512.jpg,gqa
Do the handbag and the bulb have the same color?,"No, the handbag is black, and the bulb is white.",[],"['no', 'handbag', 'black', 'bulb', 'white']",2363512,15550,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2363512.jpg,gqa
What color is the sky?,Blue.,[],['blue'],2346132,17940,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2346132.jpg,vga
What color is the sky?,The sky is blue.,[],"['sky', 'blue']",2346132,17940,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2346132.jpg,vga
What color is the snow?,White.,[],['white'],2355982,20040,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2355982.jpg,vga
What color is the snow?,The snow is white.,[],"['snow', 'white']",2355982,20040,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2355982.jpg,vga
What color mask is the biker in red wearing?,Red.,[],['red'],2406370,21841,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2406370.jpg,vga
What color mask is the biker in red wearing?,The biker in red is wearing a red bandana or mask.,[],"['biker', 'red', 'wearing', 'bandana', 'mask']",2406370,21841,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2406370.jpg,vga
Where is the yellow bear?,With the tan bear.,[],"['with', 'the', 'tan', 'bear']",2382168,23640,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2382168.jpg,vga
Where is the yellow bear?,The yellow bear is standing next to a white bear.,['white'],"['the', 'yellow', 'bear', 'is', 'standing', 'next_to', 'a']",2382168,23640,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2382168.jpg,vga
How is the man dressed?,Casually.,[],['casually'],2358221,24974,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2358221.jpg,vga
How is the man dressed?,The man is dressed in a white shirt.,['white'],"['man', 'dressed', 'shirt']",2358221,24974,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2358221.jpg,vga
How many tables are there?,One.,[],['one'],2378083,26751,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2378083.jpg,vga
How many tables are there?,There are two tables in the room.,"['two', 'tables']",['room'],2378083,26751,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2378083.jpg,vga
What are the carts moving?,Luggage.,['luggage'],[],2349090,27219,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2349090.jpg,vga
What are the carts moving?,The carts are moving luggage and cargo at an airport.,"['moving', 'luggage', 'cargo']","['carts', 'airport']",2349090,27219,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2349090.jpg,vga
Is the napkin to the right of a bowl?,"No, the napkin is to the left of a bowl.",[],"['no', 'napkin', 'left', 'bowl']",2417071,2114,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2417071.jpg,gqa
Is the napkin to the right of a bowl?,"Yes, the napkin is to the right of a bowl.","['yes', 'right']","['napkin', 'bowl']",2417071,2114,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2417071.jpg,gqa
Are there any sheets to the left of the bed on the right?,yes,[],['yes'],4260,10724,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/4260.jpg,gqa
Are there any sheets to the left of the bed on the right?,"Yes, there are sheets to the left of the bed on the right.",[],"['yes', 'sheets', 'left', 'bed', 'right']",4260,10724,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/4260.jpg,gqa
Are there any hammers or grinders?,no,[],['no'],2380401,15806,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2380401.jpg,gqa
Are there any hammers or grinders?,"No, there are no hammers or grinders in the image. The image features a tennis player swinging a tennis racket on a tennis court.",[],"['no', 'hammers', 'grinders', 'image', 'features', 'tennis', 'player', 'swinging', 'racket', 'court']",2380401,15806,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2380401.jpg,gqa
Where was he photo taken?,Farm.,[],['farm'],2345354,18137,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2345354.jpg,vga
Where was he photo taken?,"The photo was taken in a rural setting, with a farmhouse and a barn in the background.",[],"['rural', 'setting', 'farmhouse', 'barn', 'background']",2345354,18137,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2345354.jpg,vga
What kind of vehicle is this?,Train.,[],['train'],2367398,18764,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2367398.jpg,vga
What kind of vehicle is this?,"This is a train, specifically a blue passenger train.",[],"['train', 'blue', 'passenger']",2367398,18764,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2367398.jpg,vga
What illuminates the photo?,Natural sunlight.,[],"['natural', 'sunlight']",2400749,23963,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2400749.jpg,vga
What illuminates the photo?,"The photo is illuminated by a light source, which is shining on the bed and the surrounding area.",[],"['photo', 'illuminated', 'light', 'source', 'shining', 'bed', 'surrounding', 'area']",2400749,23963,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2400749.jpg,vga
Do you see any train?,"No, there are no trains.",[],"['no', 'trains']",2403700,110,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2403700.jpg,gqa
Do you see any train?,"Yes, there is a train in the image, and it is located near the giraffe.","['yes', 'train', 'located', 'near']",['giraffe'],2403700,110,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2403700.jpg,gqa
Is the man on the left side?,"Yes, the man is on the left of the image.",[],"['yes', 'man', 'left', 'image']",2388601,157,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2388601.jpg,gqa
Is the man on the left side?,"Yes, the man is on the left side of the image.",[],"['yes', 'man', 'left', 'side', 'image']",2388601,157,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2388601.jpg,gqa
Does the lush grass look short and brown?,"No, the grass is short but green.",[],"['no', 'grass', 'short', 'green']",2380282,3139,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2380282.jpg,gqa
Does the lush grass look short and brown?,"No, the lush grass in the image is green.",[],"['no', 'lush', 'grass', 'green']",2380282,3139,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2380282.jpg,gqa
Is the pizza pan on a couch?,"No, the pizza pan is on a table.",['pan'],"['no', 'pizza', 'on', 'table']",2406751,6843,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2406751.jpg,gqa
Is the pizza pan on a couch?,"No, the pizza pan is not on a couch. It is placed on a table.","['pan', 'couch']","['no', 'pizza', 'not', 'on', 'placed', 'table']",2406751,6843,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2406751.jpg,gqa
Is the red container made of plastic?,"No, the container is made of metal.","['container', 'metal']",['no'],2316820,9103,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2316820.jpg,gqa
Is the red container made of plastic?,"Yes, the red container is made of plastic.","['yes', 'red', 'container', 'plastic']",[],2316820,9103,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2316820.jpg,gqa
